1	114.70
2	123.74
3	130.76
4	81.78
5	134.65
6	84.75
7	130.72
8	85.77
9	78.80
10	94.76
11	99.77
12	93.74
13	131.73
14	96.77
15	134.68
16	109.75
17	87.82
18	78.81
19	98.82
20	103.73
21	146.68
22	94.81
23	106.73
24	85.77
25	104.73
26	146.68
27	123.70
28	105.70
29	138.65
30	123.66
31	104.74
32	112.74
33	88.80
34	89.76
35	118.70
36	90.75
37	91.79
38	127.66
39	141.71
40	105.74
41	118.75
42	111.71
43	89.78
44	101.79
45	124.74
46	131.69
47	92.81
48	67.86
49	116.76
50	144.70
51	123.70
52	106.72
53	88.76
54	114.74
55	84.81
56	115.74
57	99.74
58	105.76
59	119.76
60	88.78
61	57.87
62	78.79
63	112.75
64	91.70
65	97.80
66	139.67
67	86.80
68	94.78
69	89.77
70	75.83
71	116.72
72	88.73
73	89.78
74	96.74
75	149.61
76	74.79
77	85.77
78	141.69
79	73.81
80	137.70
81	92.79
82	118.76
83	96.78
84	128.70
85	72.79
86	146.68
87	137.72
88	84.80
89	124.71
90	110.72
91	107.66
92	122.74
93	76.80
94	71.81
95	72.83
96	105.73
97	58.82
98	102.76
99	90.77
100	101.77
101	86.77
102	129.70
103	128.71
104	77.78
105	93.78
106	95.79
107	114.72
108	126.72
109	79.81
110	49.88
111	94.75
112	129.72
113	111.73
114	126.70
115	86.73
116	106.74
117	69.83
118	76.80
119	139.69
120	134.70
121	104.75
122	120.70
123	97.77
124	57.86
125	131.69
126	102.75
127	105.78
128	118.70
129	124.66
130	87.78
131	112.73
132	95.72
133	88.75
134	77.81
135	100.72
136	59.86
137	191.62
138	106.68
139	113.73
140	83.82
141	127.69
142	74.77
143	83.80
144	189.60
145	107.73
146	126.73
147	125.68
148	211.55
149	116.75
150	94.78
151	81.75
152	73.81
153	94.76
154	110.73
155	106.76
156	89.77
157	107.71
158	115.70
159	58.83
160	106.73
161	94.76
162	59.83
163	122.71
164	64.85
165	81.80
166	121.73
167	108.71
168	129.68
169	86.80
170	109.77
171	104.75
172	133.70
173	111.73
174	81.81
175	98.76
176	151.68
177	71.77
178	194.61
179	120.74
180	95.78
181	167.67
182	92.76
183	75.78
184	80.80
185	79.80
186	111.71
187	151.73
188	92.75
189	87.79
190	102.75
191	66.82
192	97.78
193	105.77
194	74.84
195	86.81
196	128.69
197	133.68
198	124.68
199	95.76
200	126.74
201	91.78
202	103.74
203	87.81
204	134.69
205	80.82
206	126.73
207	119.72
208	86.75
209	147.71
210	134.70
211	146.67
212	91.80
213	110.73
214	103.74
215	81.76
216	90.78
217	86.79
218	67.82
219	100.75
220	109.75
221	127.73
222	71.84
223	77.84
224	76.78
225	111.76
226	87.79
227	78.78
228	86.75
229	93.75
230	118.69
231	88.77
232	86.77
233	89.77
234	106.75
235	89.77
236	166.61
237	138.69
238	86.81
239	108.72
240	106.77
241	110.68
242	128.71
243	77.77
244	122.70
245	103.74
246	76.82
247	88.81
248	37.87
249	88.81
250	54.85
251	100.75
252	58.80
253	116.74
254	107.70
255	70.82
256	97.75
257	142.66
258	110.76
259	154.70
260	113.70
261	90.78
262	114.73
263	116.73
264	98.75
265	132.72
266	113.74
267	142.67
268	96.79
269	96.79
270	75.81
271	56.84
272	65.87
273	130.72
274	116.73
275	92.75
276	94.77
277	108.76
278	71.79
279	114.76
280	103.77
281	32.90
282	79.80
283	68.77
284	108.78
285	117.77
286	96.76
287	80.78
288	52.81
289	104.76
290	80.78
291	73.83
292	102.78
293	107.79
294	105.77
295	125.72
296	103.77
297	99.74
298	78.79
299	84.79
300	123.74
301	71.85
302	113.74
303	70.81
304	79.81
305	87.80
306	119.72
307	92.80
308	81.81
309	113.75
310	68.87
311	80.85
312	81.80
313	63.84
314	113.71
315	67.86
316	80.81
317	96.76
318	27.93
319	93.79
320	47.85
321	93.83
322	81.81
323	91.75
324	95.78
325	72.82
326	64.82
327	74.81
328	65.83
329	98.77
330	60.82
331	105.78
332	107.74
333	89.78
334	108.75
335	73.78
336	93.78
337	111.76
338	78.80
339	95.76
340	83.77
341	103.78
342	130.68
343	106.77
344	64.84
345	104.79
346	145.70
347	142.70
348	144.66
349	133.72
350	63.79
351	87.77
352	96.78
353	65.83
354	125.67
355	68.81
356	116.71
357	80.77
358	75.80
359	85.78
360	144.68
361	89.71
362	140.69
363	139.72
364	89.78
365	92.79
366	145.64
367	97.80
368	139.69
369	69.79
370	70.81
371	123.71
372	152.68
373	156.66
374	98.75
375	88.80
376	109.73
377	93.74
378	70.82
379	96.79
380	132.65
381	99.68
382	85.78
383	93.75
384	77.79
385	93.76
386	109.72
387	79.78
388	114.72
389	119.75
390	142.69
391	79.75
392	91.77
393	115.71
394	77.80
395	57.81
396	105.74
397	104.72
398	73.85
399	73.82
400	105.76
401	62.81
402	77.81
403	162.67
404	133.71
405	101.70
406	121.69
407	104.74
408	103.73
409	97.78
410	167.62
411	73.76
412	74.83
413	65.81
414	96.77
415	88.78
416	113.72
417	91.78
418	107.70
419	86.76
420	74.80
421	117.75
422	96.75
423	120.74
424	109.71
425	98.75
426	125.74
427	107.77
428	73.81
429	78.84
430	71.80
431	92.78
432	93.80
433	113.77
434	122.74
435	78.77
436	126.73
437	85.80
438	121.70
439	137.67
440	83.79
441	107.73
442	104.71
443	93.79
444	105.72
445	96.76
446	109.72
447	109.73
448	127.73
449	80.83
450	85.75
451	121.70
452	99.71
453	111.77
454	143.68
455	85.78
456	95.76
457	106.73
458	66.81
459	183.63
460	97.79
461	90.73
462	152.69
463	89.76
464	67.86
465	68.84
466	101.78
467	134.72
468	154.66
469	158.65
470	157.69
471	106.74
472	131.74
473	122.69
474	92.75
475	97.78
476	87.80
477	106.79
478	86.81
479	134.71
480	83.81
481	109.72
482	125.74
483	81.83
484	128.73
485	112.72
486	100.77
487	119.74
488	95.78
489	91.81
490	105.78
491	120.75
492	62.85
493	104.78
494	135.70
495	110.76
496	82.81
497	121.73
498	82.76
499	120.71
500	96.75
501	86.81
502	130.70
503	99.72
504	117.75
505	91.81
506	123.72
507	89.77
508	121.77
509	86.82
510	102.77
511	92.78
512	115.74
513	143.70
514	69.79
515	110.74
516	92.76
517	100.76
518	108.75
519	99.78
520	127.69
521	80.77
522	161.68
523	87.80
524	81.83
525	68.82
526	208.58
527	81.76
528	93.80
529	115.72
530	75.78
531	110.77
532	149.69
533	132.70
534	81.78
535	122.72
536	109.77
537	98.76
538	109.73
539	84.80
540	112.76
541	95.78
542	84.84
543	73.80
544	92.80
545	84.81
546	94.76
547	87.80
548	63.84
549	62.84
550	151.69
551	75.79
552	89.80
553	102.77
554	95.80
555	74.83
556	72.82
557	63.78
558	135.72
559	110.72
560	129.71
561	86.75
562	97.78
563	99.73
564	82.78
565	118.73
566	130.68
567	85.80
568	66.79
569	113.73
570	91.75
571	107.78
572	100.76
573	117.72
574	108.73
575	109.76
576	135.68
577	111.74
578	95.79
579	111.73
580	98.74
581	97.75
582	112.76
583	117.77
584	114.73
585	117.76
586	50.83
587	102.76
588	107.73
589	118.75
590	108.76
591	134.73
592	111.71
593	101.76
594	108.77
595	110.71
596	73.78
597	87.77
598	83.78
599	78.82
